Time_secs,Tail_Number,Type,Computed_Airspeed,Mach,Pitch_Angle,Roll_Angle,Altitude,Fuel_E1,Fuel_E2,Gross_Weight,T_Air_Temp,Drift_Angle,EGT_E1,EGT_E2,EPR_E1,EPR_E2,N1_E1,N1_E2,N2_E1,N2_E2,Throttle_Angle1,Throttle_Angle2,Pack_Flow_E1,Pack_Flow_E2,L_G_S_S_N,Flap_Handle,Flap_Angle,Left_Spoiler_1_Out,Right_Spoiler_1_Out,Spoiler_Pos_LH_2,Spoiler_Pos_LH_4,Spoiler_Pos_LH_5,Spoiler_Pos_RH_2,Spoiler_Pos_RH_3,Spoiler_Pos_RH_5,Speed_Brake,Fuel,Air,Gnd_3,Gnd_7,Air.1,Gnd_3.1,Gnd_7.1,Gear_down_air,Gear_down_ground,Gear in transit (6),Gear_up
349.0,.OH-LXD,? (6),151.3,0.23,3.87,0.0,188.0,3423.0,3456.0,61468.0,15.8,-0.18,695.0,692.0,0.0,0.0,84.5,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6879.0,0,1,0,0,1,0,0,1,0,0
349.25,.OH-LXD,? (6),151.3,0.23,4.57,0.0,188.0,3423.0,3456.0,61468.0,15.8,-0.18,695.0,692.0,0.0,0.0,84.5,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6879.0,0,1,0,0,1,0,0,1,0,0
349.5,.OH-LXD,? (6),151.3,0.23,4.92,0.0,188.0,3423.0,3456.0,61468.0,15.8,-0.18,695.0,692.0,0.0,0.0,84.5,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6879.0,0,1,0,0,1,0,0,1,0,0
349.75,.OH-LXD,? (6),151.3,0.23,5.27,0.0,188.0,3423.0,3456.0,61468.0,15.8,-0.18,695.0,692.0,0.0,0.0,84.5,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6879.0,0,1,0,0,1,0,0,1,0,0
350.0,.OH-LXD,? (6),154.8,0.23,5.63,0.7,176.0,3443.0,3457.0,61450.0,15.8,1.05,696.0,693.0,0.0,0.0,84.5,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6900.0,0,1,0,0,1,0,0,1,0,0
350.25,.OH-LXD,? (6),154.8,0.23,5.98,0.7,176.0,3443.0,3457.0,61450.0,15.8,1.05,696.0,693.0,0.0,0.0,84.5,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6900.0,0,1,0,0,1,0,0,1,0,0
350.5,.OH-LXD,? (6),154.8,0.23,6.33,1.4,176.0,3443.0,3457.0,61450.0,15.8,1.05,696.0,693.0,0.0,0.0,84.5,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6900.0,0,1,0,0,1,0,0,1,0,0
350.75,.OH-LXD,? (6),154.8,0.23,6.68,1.4,176.0,3443.0,3457.0,61450.0,15.8,1.05,696.0,693.0,0.0,0.0,84.5,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6900.0,0,1,0,0,1,0,0,1,0,0
351.0,.OH-LXD,? (6),153.0,0.23,7.03,0.7,180.0,3450.0,3467.0,61450.0,16.0,1.05,697.0,695.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6917.0,1,0,0,1,0,0,1,0,0,0
351.25,.OH-LXD,? (6),153.0,0.23,7.38,0.7,180.0,3450.0,3467.0,61450.0,16.0,1.05,697.0,695.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6917.0,1,0,0,1,0,0,1,0,0,0
351.5,.OH-LXD,? (6),153.0,0.23,7.73,-0.4,180.0,3450.0,3467.0,61450.0,16.0,1.05,697.0,695.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6917.0,1,0,0,1,0,0,1,0,0,0
351.75,.OH-LXD,? (6),153.0,0.23,8.44,-0.4,180.0,3450.0,3467.0,61450.0,16.0,1.05,697.0,695.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6917.0,1,0,0,1,0,0,1,0,0,0
352.0,.OH-LXD,? (6),158.4,0.24,8.79,-1.4,200.0,3448.0,3476.0,61450.0,16.0,1.05,698.0,695.0,0.0,0.0,84.6,84.6,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6924.0,1,0,0,1,0,0,1,0,0,0
352.25,.OH-LXD,? (6),158.4,0.24,9.49,-1.4,200.0,3448.0,3476.0,61450.0,16.0,1.05,698.0,695.0,0.0,0.0,84.6,84.6,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6924.0,1,0,0,1,0,0,1,0,0,0
352.5,.OH-LXD,? (6),158.4,0.24,10.2,-0.7,200.0,3448.0,3476.0,61450.0,16.0,1.05,698.0,695.0,0.0,0.0,84.6,84.6,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6924.0,1,0,0,1,0,0,1,0,0,0
352.75,.OH-LXD,? (6),158.4,0.24,10.55,-0.7,200.0,3448.0,3476.0,61450.0,16.0,1.05,698.0,695.0,0.0,0.0,84.6,84.6,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6924.0,1,0,0,1,0,0,1,0,0,0
353.0,.OH-LXD,? (6),161.4,0.24,11.25,0.0,220.0,3454.0,3467.0,61450.0,16.0,1.05,698.0,696.0,0.0,0.0,84.6,84.6,95.9,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.3,0,6921.0,1,0,0,1,0,0,1,0,0,0
353.25,.OH-LXD,? (6),161.4,0.24,11.6,0.0,220.0,3454.0,3467.0,61450.0,16.0,1.05,698.0,696.0,0.0,0.0,84.6,84.6,95.9,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.3,0,6921.0,1,0,0,1,0,0,1,0,0,0
353.5,.OH-LXD,? (6),161.4,0.24,11.95,0.4,220.0,3454.0,3467.0,61450.0,16.0,1.05,698.0,696.0,0.0,0.0,84.6,84.6,95.9,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.3,0,6921.0,1,0,0,1,0,0,1,0,0,0
353.75,.OH-LXD,? (6),161.4,0.24,12.3,0.4,220.0,3454.0,3467.0,61450.0,16.0,1.05,698.0,696.0,0.0,0.0,84.6,84.6,95.9,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.3,0,6921.0,1,0,0,1,0,0,1,0,0,0
354.0,.OH-LXD,? (6),161.4,0.24,12.66,0.0,256.0,3470.0,3477.0,61450.0,16.0,2.29,699.0,697.0,0.0,0.0,84.5,84.5,95.9,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.2,0,6947.0,1,0,0,1,0,0,1,0,0,0
354.25,.OH-LXD,? (6),161.4,0.24,13.01,0.0,256.0,3470.0,3477.0,61450.0,16.0,2.29,699.0,697.0,0.0,0.0,84.5,84.5,95.9,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.2,0,6947.0,1,0,0,1,0,0,1,0,0,0
354.5,.OH-LXD,? (6),161.4,0.24,13.36,0.7,256.0,3470.0,3477.0,61450.0,16.0,2.29,699.0,697.0,0.0,0.0,84.5,84.5,95.9,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.2,0,6947.0,1,0,0,1,0,0,1,0,0,0
354.75,.OH-LXD,? (6),161.4,0.24,13.36,0.7,256.0,3470.0,3477.0,61450.0,16.0,2.29,699.0,697.0,0.0,0.0,84.5,84.5,95.9,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.2,0,6947.0,1,0,0,1,0,0,1,0,0,0
355.0,.OH-LXD,? (6),163.9,0.24,13.71,1.1,288.0,3441.0,3468.0,61450.0,15.8,2.29,701.0,698.0,0.0,0.0,84.6,84.5,95.8,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6909.0,1,0,0,1,0,0,1,0,0,0
355.25,.OH-LXD,? (6),163.9,0.24,13.71,1.1,288.0,3441.0,3468.0,61450.0,15.8,2.29,701.0,698.0,0.0,0.0,84.6,84.5,95.8,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6909.0,1,0,0,1,0,0,1,0,0,0
355.5,.OH-LXD,? (6),163.9,0.24,14.06,-0.4,288.0,3441.0,3468.0,61450.0,15.8,2.29,701.0,698.0,0.0,0.0,84.6,84.5,95.8,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6909.0,1,0,0,1,0,0,1,0,0,0
355.75,.OH-LXD,? (6),163.9,0.24,14.06,-0.4,288.0,3441.0,3468.0,61450.0,15.8,2.29,701.0,698.0,0.0,0.0,84.6,84.5,95.8,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6909.0,1,0,0,1,0,0,1,0,0,0
356.0,.OH-LXD,? (6),163.9,0.25,14.06,-0.7,316.0,3457.0,3494.0,61450.0,15.8,2.29,700.0,699.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6951.0,1,0,0,1,0,0,0,0,0,1
356.25,.OH-LXD,? (6),163.9,0.25,14.41,-0.7,316.0,3457.0,3494.0,61450.0,15.8,2.29,700.0,699.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6951.0,1,0,0,1,0,0,0,0,0,1
356.5,.OH-LXD,? (6),163.9,0.25,14.77,0.0,316.0,3457.0,3494.0,61450.0,15.8,2.29,700.0,699.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6951.0,1,0,0,1,0,0,0,0,0,1
356.75,.OH-LXD,? (6),163.9,0.25,14.77,0.0,316.0,3457.0,3494.0,61450.0,15.8,2.29,700.0,699.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6951.0,1,0,0,1,0,0,0,0,0,1
357.0,.OH-LXD,? (6),166.4,0.25,15.12,0.7,356.0,3445.0,3476.0,61450.0,15.8,2.29,701.0,699.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,1.7,1.1,1.1,0,6921.0,1,0,0,1,0,0,0,0,0,1
357.25,.OH-LXD,? (6),166.4,0.25,15.12,0.7,356.0,3445.0,3476.0,61450.0,15.8,2.29,701.0,699.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,1.7,1.1,1.1,0,6921.0,1,0,0,1,0,0,0,0,0,1
357.5,.OH-LXD,? (6),166.4,0.25,15.47,0.7,356.0,3445.0,3476.0,61450.0,15.8,2.29,701.0,699.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,1.7,1.1,1.1,0,6921.0,1,0,0,1,0,0,0,0,0,1
357.75,.OH-LXD,? (6),166.4,0.25,15.82,0.7,356.0,3445.0,3476.0,61450.0,15.8,2.29,701.0,699.0,0.0,0.0,84.6,84.5,95.8,95.9,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,1.7,1.1,1.1,0,6921.0,1,0,0,1,0,0,0,0,0,1
358.0,.OH-LXD,? (6),165.3,0.25,16.17,1.4,400.0,3443.0,3461.0,61450.0,15.8,1.76,702.0,699.0,0.0,0.0,84.6,84.5,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.3,0.2,0,6904.0,1,0,0,1,0,0,0,0,0,1
358.25,.OH-LXD,? (6),165.3,0.25,16.52,1.4,400.0,3443.0,3461.0,61450.0,15.8,1.76,702.0,699.0,0.0,0.0,84.6,84.5,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.3,0.2,0,6904.0,1,0,0,1,0,0,0,0,0,1
358.5,.OH-LXD,? (6),165.3,0.25,16.88,0.7,400.0,3443.0,3461.0,61450.0,15.8,1.76,702.0,699.0,0.0,0.0,84.6,84.5,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.3,0.2,0,6904.0,1,0,0,1,0,0,0,0,0,1
358.75,.OH-LXD,? (6),165.3,0.25,17.23,0.7,400.0,3443.0,3461.0,61450.0,15.8,1.76,702.0,699.0,0.0,0.0,84.6,84.5,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.3,0.2,0,6904.0,1,0,0,1,0,0,0,0,0,1
359.0,.OH-LXD,? (6),167.9,0.25,17.23,0.7,448.0,3436.0,3465.0,61450.0,15.5,1.76,703.0,700.0,0.0,0.0,84.6,84.5,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6901.0,1,0,0,1,0,0,0,0,0,1
359.25,.OH-LXD,? (6),167.9,0.25,17.23,0.7,448.0,3436.0,3465.0,61450.0,15.5,1.76,703.0,700.0,0.0,0.0,84.6,84.5,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6901.0,1,0,0,1,0,0,0,0,0,1
359.5,.OH-LXD,? (6),167.9,0.25,17.23,0.7,448.0,3436.0,3465.0,61450.0,15.5,1.76,703.0,700.0,0.0,0.0,84.6,84.5,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6901.0,1,0,0,1,0,0,0,0,0,1
359.75,.OH-LXD,? (6),167.9,0.25,17.23,0.7,448.0,3436.0,3465.0,61450.0,15.5,1.76,703.0,700.0,0.0,0.0,84.6,84.5,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6901.0,1,0,0,1,0,0,0,0,0,1
360.0,.OH-LXD,? (6),167.0,0.25,17.23,0.7,500.0,3441.0,3474.0,61450.0,15.5,1.76,703.0,701.0,0.0,0.0,84.6,84.6,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0,6915.0,1,0,0,1,0,0,0,0,0,1
360.25,.OH-LXD,? (6),167.0,0.25,16.88,0.7,500.0,3441.0,3474.0,61450.0,15.5,1.76,703.0,701.0,0.0,0.0,84.6,84.6,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0,6915.0,1,0,0,1,0,0,0,0,0,1
360.5,.OH-LXD,? (6),167.0,0.25,16.88,0.4,500.0,3441.0,3474.0,61450.0,15.5,1.76,703.0,701.0,0.0,0.0,84.6,84.6,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0,6915.0,1,0,0,1,0,0,0,0,0,1
360.75,.OH-LXD,? (6),167.0,0.25,16.88,0.4,500.0,3441.0,3474.0,61450.0,15.5,1.76,703.0,701.0,0.0,0.0,84.6,84.6,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0,6915.0,1,0,0,1,0,0,0,0,0,1
361.0,.OH-LXD,? (6),164.4,0.25,16.88,0.0,552.0,3436.0,3470.0,61450.0,15.3,1.76,704.0,702.0,0.0,0.0,84.6,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6906.0,1,0,0,1,0,0,0,0,0,1
361.25,.OH-LXD,? (6),164.4,0.25,16.88,0.0,552.0,3436.0,3470.0,61450.0,15.3,1.76,704.0,702.0,0.0,0.0,84.6,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6906.0,1,0,0,1,0,0,0,0,0,1
361.5,.OH-LXD,? (6),164.4,0.25,16.88,-0.4,552.0,3436.0,3470.0,61450.0,15.3,1.76,704.0,702.0,0.0,0.0,84.6,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6906.0,1,0,0,1,0,0,0,0,0,1
361.75,.OH-LXD,? (6),164.4,0.25,17.23,-0.4,552.0,3436.0,3470.0,61450.0,15.3,1.76,704.0,702.0,0.0,0.0,84.6,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6906.0,1,0,0,1,0,0,0,0,0,1
362.0,.OH-LXD,? (6),163.0,0.25,17.23,0.0,616.0,3423.0,3461.0,61431.0,15.3,2.9,704.0,702.0,0.0,0.0,84.6,84.8,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6884.0,1,0,0,1,0,0,0,0,0,1
362.25,.OH-LXD,? (6),163.0,0.25,17.23,0.0,616.0,3423.0,3461.0,61431.0,15.3,2.9,704.0,702.0,0.0,0.0,84.6,84.8,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6884.0,1,0,0,1,0,0,0,0,0,1
362.5,.OH-LXD,? (6),163.0,0.25,17.23,0.0,616.0,3423.0,3461.0,61431.0,15.3,2.9,704.0,702.0,0.0,0.0,84.6,84.8,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6884.0,1,0,0,1,0,0,0,0,0,1
362.75,.OH-LXD,? (6),163.0,0.25,17.23,0.0,616.0,3423.0,3461.0,61431.0,15.3,2.9,704.0,702.0,0.0,0.0,84.6,84.8,95.6,95.8,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6884.0,1,0,0,1,0,0,0,0,0,1
363.0,.OH-LXD,? (6),163.1,0.25,16.88,0.0,664.0,3427.0,3463.0,61431.0,14.8,2.9,704.0,702.0,0.0,0.0,84.6,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6890.0,1,0,0,1,0,0,0,0,0,1
363.25,.OH-LXD,? (6),163.1,0.25,16.88,0.0,664.0,3427.0,3463.0,61431.0,14.8,2.9,704.0,702.0,0.0,0.0,84.6,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6890.0,1,0,0,1,0,0,0,0,0,1
363.5,.OH-LXD,? (6),163.1,0.25,16.88,0.0,664.0,3427.0,3463.0,61431.0,14.8,2.9,704.0,702.0,0.0,0.0,84.6,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6890.0,1,0,0,1,0,0,0,0,0,1
363.75,.OH-LXD,? (6),163.1,0.25,16.88,0.0,664.0,3427.0,3463.0,61431.0,14.8,2.9,704.0,702.0,0.0,0.0,84.6,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6890.0,1,0,0,1,0,0,0,0,0,1
364.0,.OH-LXD,? (6),162.0,0.25,16.88,0.0,716.0,3419.0,3456.0,61431.0,14.8,2.9,705.0,703.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6875.0,1,0,0,1,0,0,0,0,0,1
364.25,.OH-LXD,? (6),162.0,0.25,16.88,0.0,716.0,3419.0,3456.0,61431.0,14.8,2.9,705.0,703.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6875.0,1,0,0,1,0,0,0,0,0,1
364.5,.OH-LXD,? (6),162.0,0.25,17.23,0.0,716.0,3419.0,3456.0,61431.0,14.8,2.9,705.0,703.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6875.0,1,0,0,1,0,0,0,0,0,1
364.75,.OH-LXD,? (6),162.0,0.25,16.88,0.0,716.0,3419.0,3456.0,61431.0,14.8,2.9,705.0,703.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6875.0,1,0,0,1,0,0,0,0,0,1
365.0,.OH-LXD,? (6),161.8,0.25,16.88,0.0,772.0,3412.0,3438.0,61431.0,14.5,2.9,705.0,703.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6850.0,1,0,0,1,0,0,0,0,0,1
365.25,.OH-LXD,? (6),161.8,0.25,16.88,0.0,772.0,3412.0,3438.0,61431.0,14.5,2.9,705.0,703.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6850.0,1,0,0,1,0,0,0,0,0,1
365.5,.OH-LXD,? (6),161.8,0.25,16.52,-0.4,772.0,3412.0,3438.0,61431.0,14.5,2.9,705.0,703.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6850.0,1,0,0,1,0,0,0,0,0,1
365.75,.OH-LXD,? (6),161.8,0.25,16.52,-0.4,772.0,3412.0,3438.0,61431.0,14.5,2.9,705.0,703.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6850.0,1,0,0,1,0,0,0,0,0,1
366.0,.OH-LXD,? (6),160.6,0.25,16.52,-0.7,824.0,3409.0,3450.0,61431.0,14.5,3.69,705.0,704.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6859.0,1,0,0,1,0,0,0,0,0,1
366.25,.OH-LXD,? (6),160.6,0.25,16.52,-0.7,824.0,3409.0,3450.0,61431.0,14.5,3.69,705.0,704.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6859.0,1,0,0,1,0,0,0,0,0,1
366.5,.OH-LXD,? (6),160.6,0.25,16.52,-0.7,824.0,3409.0,3450.0,61431.0,14.5,3.69,705.0,704.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6859.0,1,0,0,1,0,0,0,0,0,1
366.75,.OH-LXD,? (6),160.6,0.25,16.17,-0.7,824.0,3409.0,3450.0,61431.0,14.5,3.69,705.0,704.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6859.0,1,0,0,1,0,0,0,0,0,1
367.0,.OH-LXD,? (6),160.5,0.25,16.17,-0.7,876.0,3418.0,3445.0,61431.0,14.0,3.69,705.0,704.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6863.0,1,0,0,1,0,0,0,0,0,1
367.25,.OH-LXD,? (6),160.5,0.25,16.17,-0.7,876.0,3418.0,3445.0,61431.0,14.0,3.69,705.0,704.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6863.0,1,0,0,1,0,0,0,0,0,1
367.5,.OH-LXD,? (6),160.5,0.25,16.17,-0.7,876.0,3418.0,3445.0,61431.0,14.0,3.69,705.0,704.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6863.0,1,0,0,1,0,0,0,0,0,1
367.75,.OH-LXD,? (6),160.5,0.25,16.52,-0.7,876.0,3418.0,3445.0,61431.0,14.0,3.69,705.0,704.0,0.0,0.0,84.8,84.6,95.6,95.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6863.0,1,0,0,1,0,0,0,0,0,1
368.0,.OH-LXD,? (6),161.1,0.25,16.52,-1.1,928.0,3401.0,3432.0,61431.0,14.0,3.69,706.0,704.0,0.0,0.0,84.8,84.6,95.6,95.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6833.0,1,0,0,1,0,0,0,0,0,1
368.25,.OH-LXD,? (6),161.1,0.25,16.52,-1.1,928.0,3401.0,3432.0,61431.0,14.0,3.69,706.0,704.0,0.0,0.0,84.8,84.6,95.6,95.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6833.0,1,0,0,1,0,0,0,0,0,1
368.5,.OH-LXD,? (6),161.1,0.25,16.52,-1.4,928.0,3401.0,3432.0,61431.0,14.0,3.69,706.0,704.0,0.0,0.0,84.8,84.6,95.6,95.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6833.0,1,0,0,1,0,0,0,0,0,1
368.75,.OH-LXD,? (6),161.1,0.25,16.52,-1.4,928.0,3401.0,3432.0,61431.0,14.0,3.69,706.0,704.0,0.0,0.0,84.8,84.6,95.6,95.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,6833.0,1,0,0,1,0,0,0,0,0,1
