Time_secs,Tail_Number,Type,Computed_Airspeed,Mach,Pitch_Angle,Roll_Angle,Altitude,Fuel_E1,Fuel_E2,Gross_Weight,T_Air_Temp,Drift_Angle,EGT_E1,EGT_E2,EPR_E1,EPR_E2,N1_E1,N1_E2,N2_E1,N2_E2,Throttle_Angle1,Throttle_Angle2,Pack_Flow_E1,Pack_Flow_E2,L_G_S_S_N,Flap_Handle,Flap_Angle,Left_Spoiler_1_Out,Right_Spoiler_1_Out,Spoiler_Pos_LH_2,Spoiler_Pos_LH_4,Spoiler_Pos_LH_5,Spoiler_Pos_RH_2,Spoiler_Pos_RH_3,Spoiler_Pos_RH_5,Speed_Brake,Fuel,Air,Gnd_1,Gnd_3,Gnd_7,Air.1,Gnd_1.1,Gnd_3.1,Gnd_7.1,Gear_down_air,Gear_down_ground,Gear_in_transit,Gear_up
429.25,.OH-LXL,A321 (1),165.5,0.26,16.88,-0.4,1116,3418,3485,66029,22.0,-3.16,748,743,1.107,1.086,85.3,85.3,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6903.0,1,0,0,0,1,0,0,0,0,0,0,1
429.5,.OH-LXL,A321 (1),165.5,0.26,16.88,0.0,1116,3418,3485,66029,22.0,-3.16,748,743,1.107,1.086,85.3,85.3,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6903.0,1,0,0,0,1,0,0,0,0,0,0,1
429.75,.OH-LXL,A321 (1),165.5,0.26,16.88,0.0,1116,3418,3485,66029,22.0,-3.16,748,743,1.107,1.086,85.3,85.3,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6903.0,1,0,0,0,1,0,0,0,0,0,0,1
430.0,.OH-LXL,A321 (1),163.5,0.26,16.88,0.7,1172,3403,3465,66029,22.0,-4.13,748,742,1.105,1.088,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6868.0,1,0,0,0,1,0,0,0,0,0,0,1
430.25,.OH-LXL,A321 (1),163.5,0.26,16.88,0.7,1172,3403,3465,66029,22.0,-4.13,748,742,1.105,1.088,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6868.0,1,0,0,0,1,0,0,0,0,0,0,1
430.5,.OH-LXL,A321 (1),163.5,0.26,16.88,1.1,1172,3403,3465,66029,22.0,-4.13,748,742,1.105,1.088,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6868.0,1,0,0,0,1,0,0,0,0,0,0,1
430.75,.OH-LXL,A321 (1),163.5,0.26,16.88,1.1,1172,3403,3465,66029,22.0,-4.13,748,742,1.105,1.088,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6868.0,1,0,0,0,1,0,0,0,0,0,0,1
431.0,.OH-LXL,A321 (1),162.5,0.26,16.52,0.4,1228,3385,3481,66029,21.5,-4.13,748,742,1.104,1.086,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0,6866.0,1,0,0,0,1,0,0,0,0,0,0,1
431.25,.OH-LXL,A321 (1),162.5,0.26,16.52,0.4,1228,3385,3481,66029,21.5,-4.13,748,742,1.104,1.086,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0,6866.0,1,0,0,0,1,0,0,0,0,0,0,1
431.5,.OH-LXL,A321 (1),162.5,0.26,16.17,-0.4,1228,3385,3481,66029,21.5,-4.13,748,742,1.104,1.086,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0,6866.0,1,0,0,0,1,0,0,0,0,0,0,1
431.75,.OH-LXL,A321 (1),162.5,0.26,16.17,-0.4,1228,3385,3481,66029,21.5,-4.13,748,742,1.104,1.086,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0,6866.0,1,0,0,0,1,0,0,0,0,0,0,1
432.0,.OH-LXL,A321 (1),162.1,0.25,15.82,-0.4,1276,3381,3467,66029,21.5,-4.13,747,742,1.104,1.086,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.2,0.3,0.2,0.0,0.0,0.0,0,6848.0,1,0,0,0,1,0,0,0,0,0,0,1
432.25,.OH-LXL,A321 (1),162.1,0.25,15.47,-0.4,1276,3381,3467,66029,21.5,-4.13,747,742,1.104,1.086,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.2,0.3,0.2,0.0,0.0,0.0,0,6848.0,1,0,0,0,1,0,0,0,0,0,0,1
432.5,.OH-LXL,A321 (1),162.1,0.25,15.47,-0.7,1276,3381,3467,66029,21.5,-4.13,747,742,1.104,1.086,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.2,0.3,0.2,0.0,0.0,0.0,0,6848.0,1,0,0,0,1,0,0,0,0,0,0,1
432.75,.OH-LXL,A321 (1),162.1,0.25,15.12,-0.7,1276,3381,3467,66029,21.5,-4.13,747,742,1.104,1.086,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.2,0.3,0.2,0.0,0.0,0.0,0,6848.0,1,0,0,0,1,0,0,0,0,0,0,1
433.0,.OH-LXL,A321 (1),160.0,0.25,14.77,-1.1,1328,3383,3461,66029,21.0,-4.13,747,742,1.102,1.084,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6844.0,1,0,0,0,1,0,0,0,0,0,0,1
433.25,.OH-LXL,A321 (1),160.0,0.25,14.77,-1.1,1328,3383,3461,66029,21.0,-4.13,747,742,1.102,1.084,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6844.0,1,0,0,0,1,0,0,0,0,0,0,1
433.5,.OH-LXL,A321 (1),160.0,0.25,14.41,-1.1,1328,3383,3461,66029,21.0,-4.13,747,742,1.102,1.084,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6844.0,1,0,0,0,1,0,0,0,0,0,0,1
433.75,.OH-LXL,A321 (1),160.0,0.25,14.41,-1.1,1328,3383,3461,66029,21.0,-4.13,747,742,1.102,1.084,85.3,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6844.0,1,0,0,0,1,0,0,0,0,0,0,1
434.0,.OH-LXL,A321 (1),159.8,0.25,14.06,-0.7,1372,3390,3459,66029,21.0,-3.52,748,742,1.102,1.082,85.4,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6849.0,1,0,0,0,1,0,0,0,0,0,0,1
434.25,.OH-LXL,A321 (1),159.8,0.25,13.71,-0.7,1372,3390,3459,66029,21.0,-3.52,748,742,1.102,1.082,85.4,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6849.0,1,0,0,0,1,0,0,0,0,0,0,1
434.5,.OH-LXL,A321 (1),159.8,0.25,13.36,-0.7,1372,3390,3459,66029,21.0,-3.52,748,742,1.102,1.082,85.4,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6849.0,1,0,0,0,1,0,0,0,0,0,0,1
434.75,.OH-LXL,A321 (1),159.8,0.25,13.36,-0.7,1372,3390,3459,66029,21.0,-3.52,748,742,1.102,1.082,85.4,85.4,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6849.0,1,0,0,0,1,0,0,0,0,0,0,1
435.0,.OH-LXL,A321 (1),158.5,0.25,13.01,-0.4,1420,3381,3443,66029,20.8,-3.52,747,741,1.102,1.08,85.4,85.3,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6824.0,1,0,0,0,1,0,0,0,0,0,0,1
435.25,.OH-LXL,A321 (1),158.5,0.25,12.66,-0.4,1420,3381,3443,66029,20.8,-3.52,747,741,1.102,1.08,85.4,85.3,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6824.0,1,0,0,0,1,0,0,0,0,0,0,1
435.5,.OH-LXL,A321 (1),158.5,0.25,12.66,0.0,1420,3381,3443,66029,20.8,-3.52,747,741,1.102,1.08,85.4,85.3,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6824.0,1,0,0,0,1,0,0,0,0,0,0,1
435.75,.OH-LXL,A321 (1),158.5,0.25,12.3,0.0,1420,3381,3443,66029,20.8,-3.52,747,741,1.102,1.08,85.4,85.3,96.4,96.6,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6824.0,1,0,0,0,1,0,0,0,0,0,0,1
436.0,.OH-LXL,A321 (1),162.1,0.25,12.3,0.0,1452,3372,3439,66029,20.8,-3.52,747,741,1.102,1.08,85.4,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6811.0,1,0,0,0,1,0,0,0,0,0,0,1
436.25,.OH-LXL,A321 (1),162.1,0.25,11.95,0.0,1452,3372,3439,66029,20.8,-3.52,747,741,1.102,1.08,85.4,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6811.0,1,0,0,0,1,0,0,0,0,0,0,1
436.5,.OH-LXL,A321 (1),162.1,0.25,11.6,-0.4,1452,3372,3439,66029,20.8,-3.52,747,741,1.102,1.08,85.4,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6811.0,1,0,0,0,1,0,0,0,0,0,0,1
436.75,.OH-LXL,A321 (1),162.1,0.25,11.25,-0.4,1452,3372,3439,66029,20.8,-3.52,747,741,1.102,1.08,85.4,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6811.0,1,0,0,0,1,0,0,0,0,0,0,1
437.0,.OH-LXL,A321 (1),161.9,0.25,10.9,-0.4,1488,3378,3441,66029,20.5,-3.52,747,741,1.102,1.082,85.4,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6819.0,1,0,0,0,1,0,0,0,0,0,0,1
437.25,.OH-LXL,A321 (1),161.9,0.25,10.55,-0.4,1488,3378,3441,66029,20.5,-3.52,747,741,1.102,1.082,85.4,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6819.0,1,0,0,0,1,0,0,0,0,0,0,1
437.5,.OH-LXL,A321 (1),161.9,0.25,10.55,-0.4,1488,3378,3441,66029,20.5,-3.52,747,741,1.102,1.082,85.4,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6819.0,1,0,0,0,1,0,0,0,0,0,0,1
437.75,.OH-LXL,A321 (1),161.9,0.25,10.55,-0.4,1488,3378,3441,66029,20.5,-3.52,747,741,1.102,1.082,85.4,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6819.0,1,0,0,0,1,0,0,0,0,0,0,1
438.0,.OH-LXL,A321 (1),161.0,0.25,10.55,-0.4,1516,3378,3443,66011,20.5,-2.02,747,741,1.1,1.08,85.3,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6821.0,1,0,0,0,1,0,0,0,0,0,0,1
438.25,.OH-LXL,A321 (1),161.0,0.25,10.55,-0.4,1516,3378,3443,66011,20.5,-2.02,747,741,1.1,1.08,85.3,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6821.0,1,0,0,0,1,0,0,0,0,0,0,1
438.5,.OH-LXL,A321 (1),161.0,0.25,10.55,-0.7,1516,3378,3443,66011,20.5,-2.02,747,741,1.1,1.08,85.3,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6821.0,1,0,0,0,1,0,0,0,0,0,0,1
438.75,.OH-LXL,A321 (1),161.0,0.25,10.55,-0.7,1516,3378,3443,66011,20.5,-2.02,747,741,1.1,1.08,85.3,85.4,96.4,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6821.0,1,0,0,0,1,0,0,0,0,0,0,1
439.0,.OH-LXL,A321 (1),166.1,0.25,10.55,-1.1,1540,3367,3445,66011,20.3,-2.02,747,741,1.102,1.08,85.4,85.3,96.3,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6812.0,1,0,0,0,1,0,0,0,0,0,0,1
439.25,.OH-LXL,A321 (1),166.1,0.25,10.55,-1.1,1540,3367,3445,66011,20.3,-2.02,747,741,1.102,1.08,85.4,85.3,96.3,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6812.0,1,0,0,0,1,0,0,0,0,0,0,1
439.5,.OH-LXL,A321 (1),166.1,0.25,10.2,-1.1,1540,3367,3445,66011,20.3,-2.02,747,741,1.102,1.08,85.4,85.3,96.3,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6812.0,1,0,0,0,1,0,0,0,0,0,0,1
439.75,.OH-LXL,A321 (1),166.1,0.25,10.2,-1.1,1540,3367,3445,66011,20.3,-2.02,747,741,1.102,1.08,85.4,85.3,96.3,96.5,33.8,33.8,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6812.0,1,0,0,0,1,0,0,0,0,0,0,1
440.0,.OH-LXL,A321 (1),165.5,0.26,10.2,-1.4,1560,3336,3428,66011,20.3,-2.02,746,740,1.084,1.061,85.1,84.6,96.0,96.5,25.3,25.3,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6764.0,1,0,0,0,1,0,0,0,0,0,0,1
440.25,.OH-LXL,A321 (1),165.5,0.26,10.2,-1.4,1560,3336,3428,66011,20.3,-2.02,746,740,1.084,1.061,85.1,84.6,96.0,96.5,25.3,25.3,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6764.0,1,0,0,0,1,0,0,0,0,0,0,1
440.5,.OH-LXL,A321 (1),165.5,0.26,10.2,-1.1,1560,3336,3428,66011,20.3,-2.02,746,740,1.084,1.061,85.1,84.6,96.0,96.5,25.3,25.3,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6764.0,1,0,0,0,1,0,0,0,0,0,0,1
440.75,.OH-LXL,A321 (1),165.5,0.26,10.55,-1.1,1560,3336,3428,66011,20.3,-2.02,746,740,1.084,1.061,85.1,84.6,96.0,96.5,25.3,25.3,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6764.0,1,0,0,0,1,0,0,0,0,0,0,1
441.0,.OH-LXL,A321 (1),166.5,0.26,10.55,-0.7,1588,3278,3332,66011,20.3,-2.02,742,737,1.084,1.063,84.4,84.5,96.0,96.3,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6610.0,1,0,0,0,1,0,0,0,0,0,0,1
441.25,.OH-LXL,A321 (1),166.5,0.26,10.55,-0.7,1588,3278,3332,66011,20.3,-2.02,742,737,1.084,1.063,84.4,84.5,96.0,96.3,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6610.0,1,0,0,0,1,0,0,0,0,0,0,1
441.5,.OH-LXL,A321 (1),166.5,0.26,10.55,-0.4,1588,3278,3332,66011,20.3,-2.02,742,737,1.084,1.063,84.4,84.5,96.0,96.3,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6610.0,1,0,0,0,1,0,0,0,0,0,0,1
441.75,.OH-LXL,A321 (1),166.5,0.26,10.55,-0.4,1588,3278,3332,66011,20.3,-2.02,742,737,1.084,1.063,84.4,84.5,96.0,96.3,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6610.0,1,0,0,0,1,0,0,0,0,0,0,1
442.0,.OH-LXL,A321 (1),168.6,0.26,10.55,0.0,1612,3276,3341,66011,20.3,-2.81,742,737,1.082,1.063,84.5,84.5,95.9,96.3,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6617.0,1,0,0,0,1,0,0,0,0,0,0,1
442.25,.OH-LXL,A321 (1),168.6,0.26,10.55,0.0,1612,3276,3341,66011,20.3,-2.81,742,737,1.082,1.063,84.5,84.5,95.9,96.3,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6617.0,1,0,0,0,1,0,0,0,0,0,0,1
442.5,.OH-LXL,A321 (1),168.6,0.26,10.55,0.4,1612,3276,3341,66011,20.3,-2.81,742,737,1.082,1.063,84.5,84.5,95.9,96.3,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6617.0,1,0,0,0,1,0,0,0,0,0,0,1
442.75,.OH-LXL,A321 (1),168.6,0.26,10.55,0.4,1612,3276,3341,66011,20.3,-2.81,742,737,1.082,1.063,84.5,84.5,95.9,96.3,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6617.0,1,0,0,0,1,0,0,0,0,0,0,1
443.0,.OH-LXL,A321 (1),169.5,0.26,10.55,0.0,1632,3294,3363,66011,20.3,-2.81,741,737,1.082,1.059,84.5,84.4,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6657.0,1,0,0,0,1,0,0,0,0,0,0,1
443.25,.OH-LXL,A321 (1),169.5,0.26,10.2,0.0,1632,3294,3363,66011,20.3,-2.81,741,737,1.082,1.059,84.5,84.4,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6657.0,1,0,0,0,1,0,0,0,0,0,0,1
443.5,.OH-LXL,A321 (1),169.5,0.26,10.2,-0.4,1632,3294,3363,66011,20.3,-2.81,741,737,1.082,1.059,84.5,84.4,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6657.0,1,0,0,0,1,0,0,0,0,0,0,1
443.75,.OH-LXL,A321 (1),169.5,0.26,10.2,-0.4,1632,3294,3363,66011,20.3,-2.81,741,737,1.082,1.059,84.5,84.4,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6657.0,1,0,0,0,1,0,0,0,0,0,0,1
444.0,.OH-LXL,A321 (1),169.3,0.26,10.2,0.0,1660,3271,3329,66011,20.3,-2.81,741,735,1.082,1.061,84.4,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6600.0,1,0,0,0,1,0,0,0,0,0,0,1
444.25,.OH-LXL,A321 (1),169.3,0.26,10.2,0.0,1660,3271,3329,66011,20.3,-2.81,741,735,1.082,1.061,84.4,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6600.0,1,0,0,0,1,0,0,0,0,0,0,1
444.5,.OH-LXL,A321 (1),169.3,0.26,10.2,0.7,1660,3271,3329,66011,20.3,-2.81,741,735,1.082,1.061,84.4,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6600.0,1,0,0,0,1,0,0,0,0,0,0,1
444.75,.OH-LXL,A321 (1),169.3,0.26,10.2,0.7,1660,3271,3329,66011,20.3,-2.81,741,735,1.082,1.061,84.4,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6600.0,1,0,0,0,1,0,0,0,0,0,0,1
445.0,.OH-LXL,A321 (1),171.8,0.26,10.2,1.1,1688,3274,3338,66011,20.3,-2.81,741,735,1.078,1.061,84.5,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6612.0,1,0,0,0,1,0,0,0,0,0,0,1
445.25,.OH-LXL,A321 (1),171.8,0.26,10.2,1.1,1688,3274,3338,66011,20.3,-2.81,741,735,1.078,1.061,84.5,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6612.0,1,0,0,0,1,0,0,0,0,0,0,1
445.5,.OH-LXL,A321 (1),171.8,0.26,10.55,1.1,1688,3274,3338,66011,20.3,-2.81,741,735,1.078,1.061,84.5,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6612.0,1,0,0,0,1,0,0,0,0,0,0,1
445.75,.OH-LXL,A321 (1),171.8,0.26,10.2,1.1,1688,3274,3338,66011,20.3,-2.81,741,735,1.078,1.061,84.5,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6612.0,1,0,0,0,1,0,0,0,0,0,0,1
446.0,.OH-LXL,A321 (1),169.0,0.26,10.2,0.7,1708,3265,3336,66011,20.3,-1.49,740,735,1.078,1.059,84.5,84.4,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6601.0,1,0,0,0,1,0,0,0,0,0,0,1
446.25,.OH-LXL,A321 (1),169.0,0.26,10.2,0.7,1708,3265,3336,66011,20.3,-1.49,740,735,1.078,1.059,84.5,84.4,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6601.0,1,0,0,0,1,0,0,0,0,0,0,1
446.5,.OH-LXL,A321 (1),169.0,0.26,10.2,0.0,1708,3265,3336,66011,20.3,-1.49,740,735,1.078,1.059,84.5,84.4,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6601.0,1,0,0,0,1,0,0,0,0,0,0,1
446.75,.OH-LXL,A321 (1),169.0,0.26,10.2,0.0,1708,3265,3336,66011,20.3,-1.49,740,735,1.078,1.059,84.5,84.4,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6601.0,1,0,0,0,1,0,0,0,0,0,0,1
447.0,.OH-LXL,A321 (1),174.6,0.26,9.84,-0.4,1736,3267,3321,66011,20.3,-1.49,740,734,1.08,1.061,84.5,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6588.0,1,0,0,0,1,0,0,0,0,0,0,1
447.25,.OH-LXL,A321 (1),174.6,0.26,9.84,-0.4,1736,3267,3321,66011,20.3,-1.49,740,734,1.08,1.061,84.5,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6588.0,1,0,0,0,1,0,0,0,0,0,0,1
447.5,.OH-LXL,A321 (1),174.6,0.26,9.84,0.0,1736,3267,3321,66011,20.3,-1.49,740,734,1.08,1.061,84.5,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6588.0,1,0,0,0,1,0,0,0,0,0,0,1
447.75,.OH-LXL,A321 (1),174.6,0.26,9.84,0.0,1736,3267,3321,66011,20.3,-1.49,740,734,1.08,1.061,84.5,84.5,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6588.0,1,0,0,0,1,0,0,0,0,0,0,1
448.0,.OH-LXL,A321 (1),174.4,0.27,9.49,0.7,1764,3280,3321,66011,20.3,-1.49,739,734,1.082,1.059,84.4,84.4,96.0,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6601.0,1,0,0,0,1,0,0,0,0,0,0,1
448.25,.OH-LXL,A321 (1),174.4,0.27,9.49,0.7,1764,3280,3321,66011,20.3,-1.49,739,734,1.082,1.059,84.4,84.4,96.0,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6601.0,1,0,0,0,1,0,0,0,0,0,0,1
448.5,.OH-LXL,A321 (1),174.4,0.27,9.49,1.1,1764,3280,3321,66011,20.3,-1.49,739,734,1.082,1.059,84.4,84.4,96.0,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6601.0,1,0,0,0,1,0,0,0,0,0,0,1
448.75,.OH-LXL,A321 (1),174.4,0.27,9.49,1.1,1764,3280,3321,66011,20.3,-1.49,739,734,1.082,1.059,84.4,84.4,96.0,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6601.0,1,0,0,0,1,0,0,0,0,0,0,1
449.0,.OH-LXL,A321 (1),175.1,0.27,9.49,1.1,1792,3263,3323,66011,20.0,-1.49,739,734,1.078,1.057,84.5,84.4,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6586.0,1,0,0,0,1,0,0,0,0,0,0,1
449.25,.OH-LXL,A321 (1),175.1,0.27,9.49,1.1,1792,3263,3323,66011,20.0,-1.49,739,734,1.078,1.057,84.5,84.4,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6586.0,1,0,0,0,1,0,0,0,0,0,0,1
449.5,.OH-LXL,A321 (1),175.1,0.27,9.49,1.1,1792,3263,3323,66011,20.0,-1.49,739,734,1.078,1.057,84.5,84.4,95.9,96.1,22.5,22.5,1,1,0,1.5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6586.0,1,0,0,0,1,0,0,0,0,0,0,1
