Time (secs),A/C Tail Number,A/C Type,City Pair - To,City Pair - From,Flight Number,Date - Day,Date - Month,UTC - Hour,UTC - Minute,UTC - Second,Air / Gnd,Ground Speed,Computed Airspeed,Mach (derived),Pitch Angle,Roll Angle,Altitude (1013.25mB),Selected Baro Setting Capt,Present Pos - Latitude,Present Pos - Longitude,Magnetic Heading,True Heading,Fuel Flow Eng 1,Fuel Flow Eng 2,Actual Gross Weight,Total Air Temp,Drift Angle,Wind Direction True,Wind Speed,EGT Eng 1,EGT Eng 2,_EPR Actual Eng 1,_EPR Actual Eng 2,N1 Actual Eng 1,N1 Actual Eng 2,N2 Actual Eng 1,N2 Actual Eng 2,Throttle Angle Eng 1,Throttle Angle Eng 2,Pack 1 Flow Ctl Valve,Pack 2 Flow Ctl Valve,Gear (left),Land Gear Squat Switch - Nose,Flap Handle (derived),Flap Angle,Reverser Deployed Eng 1,Reverser Deployed Eng 2,Left Spoiler 1 Out,Right Spoiler 1 Out,Spoiler Pos LH 2,Spoiler Pos LH 4,Spoiler Pos LH 5,Spoiler Pos RH 2,Spoiler Pos RH 3,Spoiler Pos RH 5,Speed Brake Command
5053.750,,,,,,,,,,,,,,, 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054.000,,,,,,,,,,,G - Gnd (7),25,30.6,, 0.00, 0.0,280,,,E024 57.90,40.8,47.7,571,0,0,,0.00,,,554,400,0.000,0.000,29.8,1.1,75.4,0.0,2.8,-2.8,N/CLSD (1),F/CLSD (0),Gear down - ground (3),Gnd (1),0.0,0.0,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
5054.250,,,,,,,,,,,,,,, 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054.500,,,,,,,,,,,,,,, 0.00, 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5054.750,,,,,,,,,,,,,,,U 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055.000,,,,,,,,,31,18,G - Gnd (7),25,31.8,,U 0.35, 0.0,280,,,,40.8,47.7,571,0,,19.5,,,,554,400,0.000,0.000,29.8,1.1,75.4,0.0,2.8,-2.8,,,Gear down - ground (3),Gnd (1),,,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
5055.250,,,,,,,,,,,,,,,U 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055.500,,,,,,,,,,,,,,, 0.00, 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5055.750,,,,,,,,,,,,,,, 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056.000,,A319 (5),,ESGG,FIN6VD  ,16,,12,,,G - Gnd (7),25,30.1,0.05, 0.00,L 0.4,280,,N60 04.50,,40.8,47.7,571,0,,,,0.0,0,554,400,0.000,0.000,29.8,1.1,75.4,0.0,2.8,-2.8,N/CLSD (1),F/CLSD (0),Gear down - ground (3),Gnd (1),0.0,0.0,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,NOTCMD (0)
